Token,Most Frequent Language
آلهتهم,ara
معبداً,ara
بيت,ara
الإله.,ara
ĠBabylon,deu
temp,deu
ottes,deu
Babylonier,deu
bauten,deu
Götter,deu
"Haupttempel,",deu
Gottes,deu
betrachtet,deu
Ġgods,eng
Ġgod,eng
Babylonians,eng
gods,eng
god.,eng
ባቢሎናውያን,amh
ለእያንዳንዳቸው,amh
አማልክቶቻቸው,amh
የአማልክት,amh
የሚወሰድ,amh
ሠሩላቸው።,amh
Baby,deu
Ġboh,ces
Babyloňané,ces
každému,ces
bohů,ces
"chrám,",ces
domov.,ces
يقدمون,ara
القرابين,ara
الآلهة،,ara
ويحاول,ara
الكهنة,ara
تلبية,ara
الآلهة,ara
والأعياد.,ara
ĠPri,deu
ĠWill,deu
Göttern,deu
dar,deu
Priester,deu
versuchten,deu
Zeremonien,deu
Feste,deu
Willen,deu
entsprechen.,deu
Ġsacrifices,eng
Ġpriests,eng
sacrifices,eng
priests,eng
festivals.,eng
መስዋእት,amh
ያቅርቡ,amh
ካህናቱ,amh
በክብረ,amh
በበዓላት,amh
አማካይነት,amh
ለአማልክቶች,amh
ለመከታተል,amh
ይሞክሩ,amh
ovÄĽt,ces
přinášeli,ces
bohům,ces
kněží,ces
vyhovět,ces
potřebám,ces
obřadů,ces
slavností.,ces
مفتوحة,ara
خلوة,ara
للكهنة,ara
يدخلوها.,ara
arra,deu
ĠPriest,deu
Ġdur,deu
Tempelhof,deu
inneren,deu
"Altarraum,",deu
Priestern,deu
betreten,deu
durfte.,deu
Ġcourtyard,eng
Ġsanctuary,eng
courtyard,eng
sanctuary,eng
enter.,eng
የቤተመቅደስ,amh
የሚችሉበት,amh
voÅĻÃŃ,ces
nádvoří,ces
"svatyni,",ces
kněží.,ces
أبراج,ara
أهرامات,ara
زقورة,ara
المعابد.,ara
Ġpy,eng
ikk,deu
pyramidenförmige,deu
"Türme,",deu
Zikkurats,deu
errichtet.,deu
Ġpyramid,ces
Ġshaped,eng
Ġtowers,eng
igg,eng
pyramid,eng
shaped,eng
"towers,",eng
"ziggurats,",eng
temples.,eng
የፒራሚድ,amh
ዚጉራትስ,amh
ማማዎች,amh
የመቅደሶቹ,amh
ይገነቡ,amh
stavěny,ces
věže,ces
pyramidového,ces
tvaru,ces
zikkuraty.,ces
البرج,ara
ملاذاً,ara
آمناً,ara
للإله.,ara
ĠTur,deu
mes,deu
elles,deu
Turmes,deu
spezielles,deu
Heiligtum,deu
Ġtower,eng
tower,eng
የግንቡ,amh
አናት,amh
ለአምላኩ,amh
Vrcholem,ces
svatyně,ces
určená,ces
boha.,ces
مناخ,ara
الأوسط,ara
الدافئ،,ara
للمنزل,ara
أهميّة,ara
warmen,deu
Ostens,deu
bedeutung,deu
"East,",eng
ፀባይ፣,amh
teplém,ces
Blízkého,ces
východu,ces
dům,ces
důležitý.,ces
العبرية,ara
الطلق.,ara
hebräischen,deu
spielte,deu
freiem,deu
ĠHebrew,eng
Hebrew,eng
የዕብራውያን,amh
hebrejské,ces
odehrávala,ces
širým,ces
nebem.,ces
تطبخ,ara
الفناء؛,ara
المتاجر,ara
أنضاد,ara
تطل,ara
الشارع.,ara
الحجر,ara
المنازل.,ara
ĠZum,deu
kochten,deu
Hof.,deu
Geschäfte,deu
bestanden,deu
Ladentheken.,deu
Hausbau,deu
Stein,deu
Women,eng
Ġcounters,eng
yard;,eng
counters,eng
street.,eng
houses.,eng
በጓሮው,amh
ያበስላሉ፤,amh
መደብሮች,amh
መሸጫ,amh
ጠረጴዛዎች,amh
ድንጋይ፣,amh
ቤቶችን,amh
Ženy,ces
vařily,ces
dvorku;,ces
pulty,ces
ulice.,ces
stavbu,ces
kámen.,ces
غابات,ara
أرض,ara
كنعان،,ara
الخشب,ara
باهظ,ara
الثمن.,ara
Kanaan,deu
"Wälder,",deu
Holz,deu
teuer,deu
Ġwood,eng
forests,eng
"Canaan,",eng
expensive.,eng
በከነዓን,amh
አልነበሩም፣,amh
Kanaán,ces
nevyskytovaly,ces
"lesy,",ces
dřevo,ces
drahé.,ces
سكن,ara
متفرق.,ara
يُحكى,ara
الملحمات,ara
الإسكندنافية,ara
إريك,ara
نُفى,ara
القتل،,ara
سافر,ara
غرباً،,ara
وجد,ara
وأطلق,ara
Gr,deu
ĠErik,deu
ĠAls,deu
spärlich,deu
besiedelt.,deu
altnordischen,deu
Sagen,deu
Erik,deu
Rote,deu
verbannt,deu
"reiste,",deu
Grönland.,deu
ĠNorse,eng
iled,eng
sparsely.,eng
Norse,eng
sagas,eng
exiled,eng
"murder,",eng
ተበትኖ,amh
የሰፈረው።,amh
በኖርስ,amh
ሳጋስ,amh
እንደሚናገሩት,amh
ኤሪክ,amh
ሬድ,amh
በግድያ,amh
ከአይስላንድ,amh
በግዞት,amh
ተሰደደ,amh
ሲጓዝ,amh
አገኛት,amh
ሰየማት።,amh
osídlováno,ces
řídce.,ces
severských,ces
ságách,ces
"píše,",ces
Rudý,ces
vyhoštěn,ces
"vraždu,",ces
cestoval,ces
našel,ces
Zelená,ces
بغض,ara
قبائل,ara
الإسكيمو,ara
ĠEsk,deu
lebten,deu
Eskimo-Stämme,deu
jener,deu
Zeit.,deu
Ġregardless,eng
Ġtribes,eng
regardless,eng
"discovery,",eng
Eskimo,eng
tribes,eng
ምን፣,amh
የኤስኪሞ,amh
ጎሳዎች,amh
እዚያ,amh
Nehledě,ces
žily,ces
kmeny,ces
Eskymáků.,ces
اختلافات,ara
والملوك,ara
والعادات,ara
"""الدنمارك""",ara
"و""السويد""",ara
"و""النرويج""",ara
"و""أيسلندا""،على",ara
"""إسكندنافية"".",ara
andin,deu
„skandinavisch“,deu
"Königen,",deu
Bräuchen,deu
"Dänemark,",deu
"',",eng
"'Scandinavian',",eng
"kings,",eng
"Denmark,",eng
Iceland.,eng
“ስካንዲኔቪያዊ”,amh
በዴንማርክ፣,amh
ስዊድን፣,amh
ነገስታት፣,amh
"„Skandinávie“,",ces
"obyvateli,",ces
"králi,",ces
zvyky,ces
dějinami,ces
"Dánska,",ces
existovalo,ces
rozdílů.,ces
شاهدت,ara
الكنز,ara
الوطني،,ara
كنز,ara
كُتبَت,ara
الاستقلال.,ara
„Das,deu
Vermächtnis,deu
Tempelritter“,deu
"vielleicht,",deu
Rückseite,deu
Unabhängigkeitserklärung,deu
Schatzkarte,deu
gezeichnet,deu
Ġwatched,eng
ĠTreasure,eng
Ġtreasure,eng
ĠDeclaration,eng
ĠIndependence,eng
watched,eng
"Treasure,",eng
treasure,eng
Declaration,eng
Independence.,eng
ናሽናል,amh
ትሬዠር,amh
ካዩት፣,amh
በነፃነት,amh
አዋጁ,amh
የሀብት,amh
እንደተፃፈ,amh
ሊያስቡ,amh
ĠLov,ces
Lovci,ces
"pokladů,",ces
"myslíte,",ces
Deklarace,ces
nakreslena,ces
pokladu.,ces
صحيح.,ara
المستند،,ara
خريطةً,ara
لكنز.,ara
Schriftstücks,deu
geschrieben,deu
Schatzkarte.,deu
true.,eng
map.,eng
በሰነዱ,amh
ቢኖርም፣,amh
pravda.,ces
vzadu,ces
dokumentu,ces
"napsáno,",ces
الاستقلال,ara
"""إعلان",ara
"1776"".",ara
يظهر,ara
مقلوباً.,ara
uments,deu
„ursprüngliche,deu
"Unabhängigkeitserklärung,",deu
datiert,deu
4.,deu
1776“,deu
kopfüber,deu
Dokuments.,deu
Ġdated,eng
Ġupside,eng
Independence,eng
"""Original",eng
dated,eng
4th,eng
upside,eng
በነጻነት,amh
የተፃፉት,amh
“የነፃነት,amh
1776”,amh
ጽሑፉ,amh
ታችኛው,amh
ተገልብጦ,amh
Origin,ces
„Originál,ces
1776“.,ces
"dokumentu,",ces
napsaný,ces
vzhůru,ces
nohama.,ces
Â¾,ara
Â½,ara
كاتب,ara
تحديداً،,ara
ولكننا,ara
نعلم,ara
المخطوطة,ara
(ذات,ara
مقاسات,ara
29¾,ara
24½,ara
مخزّنة,ara
مطوية,ara
وجودها.,ara
wel,deu
Ġmis,deu
Zwar,deu
"Sicherheit,",deu
Pergamentdokument,deu
(welches,deu
misst),deu
Aufbewahrung,deu
zusammengerollt,deu
Ġknows,eng
Ġparchment,eng
Ġstorage,eng
knows,eng
parchment,eng
document,eng
(it,eng
inches),eng
storage.,eng
እንደፃፈው,amh
ባያውቅም፣,amh
በህይወቱ,amh
የብራና,amh
ሰነድ,amh
(29¾,amh
ይለካል),amh
ለመቀመጥ,amh
ተጠቅልሏል።,amh
Ġperg,ces
určitostí,ces
"zřejmé,",ces
pergamenový,ces
(rozměry,ces
palců),ces
nedlouho,ces
stočen,ces
uskladněn.,ces
ÙħØ²,ara
الرمز,ara
كتسمية.,ara
ĠKenn,deu
Vermerk,deu
Kennzeichnung,deu
hinzugefügt,deu
Ġnotation,eng
Ġlabel,eng
"So,",eng
notation,eng
label.,eng
ማስታወሻው,amh
የታከለ,amh
"pravděpodobné,",ces
zápis,ces
přílepek.,ces
الإنزال,ara
المشهود,ara
والمعارك,ara
التالية,ara
تحرير,ara
حُرر,ara
-Day,deu
D-Day,deu
darauffolgenden,deu
Gefechte,deu
"befreit,",deu
frei.,deu
landings,eng
free.,eng
የዲ-ቀን,amh
የሚከተሉት,amh
ፈረንሳይን,amh
ያወጡ,amh
አልወጣም,amh
obo,ces
Vylodění,ces
Normandii,ces
následné,ces
bitvy,ces
přinesly,ces
osvobození,ces
"Francie,",ces
jih,ces
osvobozen,ces
nebyl.,ces
يحكم,ara
"""فيشي"".",ara
الشعب,ara
صنعوا,ara
وعملوا,ara
محاربتهم.,ara
Fran,deu
errs,deu
"""Er",deu
"„Vichy""""-Franzosen",deu
beherrscht.,deu
"Franzosen,",deu
Frieden,deu
Eroberern,deu
"arbeiteten,",deu
"bekämpfen.""",deu
Ġruled,eng
Ġinvaders,eng
Ġinstead,eng
ruled,eng
"""Vichy""",eng
French.,eng
invaders,eng
instead,eng
የሚተዳደረው,amh
“ቪቺ”,amh
ፈረንሳዮች,amh
ከጀርመኖች,amh
የፈጠሩ,amh
ከመዋጋት,amh
ከወራሪዎች,amh
የሠሩ,amh
ĠmÃŃr,ces
Vládli,ces
francouzští,ces
„Vichy“.,ces
"Francouzi,",ces
mír,ces
invazními,ces
spolupracovali.,ces
آب,ara
الحلفاء,ara
وسُمِّيَ,ara
الغَزْوُ,ara
"بـ""عملية",ara
"دراغون"".",ara
agoon,deu
fielen,deu
Alliierten,deu
Südfrankreich,deu
ein;,deu
„Operation,deu
Dragoon“,deu
genannt.,deu
ĠAllies,eng
Allies,eng
"""Operation",eng
"Dragoon"".",eng
ወረሩ,amh
ወረራው,amh
ድራጎን”,amh
ተባለ።,amh
ĠInv,ces
Dne,ces
podnikli,ces
spojenci,ces
Francie.,ces
Invaze,ces
Operace,ces
Dragoon.,ces
أسبوعين,ara
حرر,ara
الأمريكيون,ara
وكانوا,ara
طريقهم,ara
Befreiungstruppen,deu
befreit,deu
wandten,deu
ĠFree,eng
Ġliberated,eng
Ġturning,eng
Free,eng
liberated,eng
turning,eng
አሜሪካውያኖቹ,amh
አውጥተው,amh
እየተመለሱ,amh
Američané,ces
Svobodné,ces
osvobodili,ces
obrátili,ces
Německu.,ces
ثقافةٌ,ara
فرديةٌ,ara
مشتركةٌ,ara
مجموعةٍ,ara
يعيشون,ara
ويعملون,ara
تعاوني،,ara
مجتمع.,ara
signifikant,deu
geteilt,deu
Gesellschaft.,deu
Ġsingular,eng
Ġshared,eng
-oper,eng
atively,eng
civilization,eng
singular,eng
shared,eng
"co-operatively,",eng
ተባብረው,amh
በሚሰሩ,amh
ህዝቦች፣,amh
የሚጋራ,amh
ባሕል,amh
Ġtj,ces
určitá,ces
"kultura,",ces
společná,ces
významné,ces
"kooperaci,",ces
tj.,ces
civilis،,ara
مدني،,ara
باللاتينية,ara
سيفيس،,ara
مواطن،,ara
وسيفيتاس،,ara
المدينة،,ara
الكتلة,ara
المجتمعية.,ara
Ġciv,deu
itas,deu
"civilis,",deu
zivil,deu
verwandt,deu
"civis,",deu
"civitas,",deu
Stadtstaat,deu
irgendwie,deu
definiert.,deu
Ġcitizen,eng
Ġsomehow,eng
Ġdefines,eng
"civil,",eng
"citizen,",eng
"city-state,",eng
somehow,eng
defines,eng
ሲቪላይዜሽን,amh
የመጣው,amh
ከሲቪሊስ,amh
ከላቲን,amh
ሲቪስ,amh
ሲገናኝ፣,amh
ዜጋ,amh
ሲቪታስ,amh
የሕብረተሰቡን,amh
ይገልፃል።,amh
Äįan,ces
Ġdefin,ces
Slovo,ces
"„civilis“,",ces
„civilní“,ces
latinským,ces
"„civis“,",ces
„občan“,ces
"„civitas“,",ces
městský,ces
jistým,ces
definuje,ces
ذاتياً,ara
أسلاف,ara
الأمم.,ara
الحضارية,ara
ضمناً,ara
أجيال،,ara
بصمة,ara
ثقافية,ara
متبقية,ara
عادل.,ara
Stadtstaaten,deu
Vorläufer,deu
Nationen.,deu
zivilisierte,deu
impliziert,deu
Weitergabe,deu
"hinweg,",deu
anhaltenden,deu
Fußabdruck,deu
angemessene,deu
Verbreitung.,deu
-states,eng
Ġprec,eng
ursors,eng
izational,eng
Ġimplies,eng
Ġlingering,eng
Ġfootprint,eng
City-states,eng
precursors,eng
nations.,eng
civilizational,eng
implies,eng
lingering,eng
footprint,eng
dissemination.,eng
የከተማ-ግዛቶች,amh
የሃገሮች,amh
ቀደምቶች,amh
የሥልጣኔ,amh
ማስተላለፍን,amh
አሻራ,amh
ፍትሃዊ,amh
ስርጭትን።,amh
Předchůdci,ces
státy.,ces
předáváním,ces
dlouhotrvajících,ces
přiměřeným,ces
šířením.,ces
تتلاشى,ara
الثقافات,ara
كثير,ara
تترك,ara
يُعترف,ara
باعتبارها,ara
حضارات,ara
lein,deu
Ġrelev,deu
Kleinere,deu
Kulturen,deu
verschwinden,deu
"oft,",deu
relevante,deu
historische,deu
Zeugnisse,deu
hinterlassen,deu
versäumen,deu
regelrechte,deu
Zivilisationen,deu
anerkannt,deu
Minor,eng
Ġcultures,eng
Ġvanish,eng
Ġrelevant,eng
Ġfail,eng
Ġproper,eng
Ġcivilizations,eng
cultures,eng
vanish,eng
relevant,eng
fail,eng
proper,eng
civilizations.,eng
ባህሎች,amh
ማስረጃን,amh
ሳይተዉ,amh
ይጠፋሉ,amh
አያገኙም።,amh
Drobné,ces
"mizí,",ces
relevantní,ces
historické,ces
uznány,ces
řádné,ces
civilizace.,ces
ĠÙĢ,ara
الثورية،,ara
شكلت,ara
ضعيفة,ara
ـ,ara
العنصر,ara
ظل,ara
للاتحاد,ara
ĠRev,deu
olutions,deu
Revolutionskämpfe,deu
formten,deu
Bundesstaaten,deu
Bundesvertrages,deu
schwache,deu
"Zentralregierung,",deu
bestand.,deu
ĠRevolutionary,eng
Ġthirteen,eng
âĢĶwith,eng
ĠArticles,eng
ĠConfeder,eng
Revolutionary,eng
thirteen,eng
states,eng
weak,eng
government—with,eng
component—under,eng
Articles,eng
Confederation.,eng
በአብዮታዊ,amh
አቋቋሙ-ኮንግረሱ,amh
ሆኗቸው,amh
በኮንፌዴሬሽን,amh
አንቀጾች,amh
መሠረት።,amh
třináct,ces
slabou,ces
"vládu,",ces
"složkou,",ces
spadající,ces
Články,ces
Konfederace.,ces
يفتقر,ara
سلطة,ara
لفرض,ara
الضرائب،,ara
وبسبب,ara
تنفيذية,ara
قضائية،,ara
اعتمد,ara
متعاونة،,ara
قوانيه.,ara
tm,deu
"befugt,",deu
"erheben,",deu
verließ,deu
Durchsetzung,deu
"Bundesstaaten,",deu
oftmals,deu
kooperierten.,deu
Ġlacked,eng
Ġimpose,eng
Ġjudiciary,eng
operative,eng
Ġacts,eng
lacked,eng
impose,eng
"and,",eng
"judiciary,",eng
"uncooperative,",eng
acts.,eng
ለመጣል,amh
ስልጣን,amh
አልነበረውም፣,amh
ስለሌለ፣,amh
ህጎቹን,amh
በማይተባበሩ,amh
አመራሮች,amh
ይተማመን,amh
Ġspol,ces
ĠstÃ¡tnÃŃ,ces
Kongresu,ces
scházela,ces
uvalení,ces
"daní,",ces
neexistoval,ces
"orgán,",ces
spoléhal,ces
prosazování,ces
státní,ces
"orgány,",ces
nespolupracovaly.,ces
تملك,ara
تجاوز,ara
القوانين,ara
الضريبيّة,ara
والتعريفات,ara
المفروضة,ara
الولايات.,ara
Ġsetzen,deu
"Befugnis,",deu
Steuergesetze,deu
Zölle,deu
setzen.,deu
Ġoverride,eng
authority,eng
override,eng
በክልሎች,amh
ታሪፎችን,amh
የመሻር,amh
አልነበረውም።,amh
nÄĽÅ¾,ces
Ġtar,ces
Rovněž,ces
pravomoc,ces
zrušit,ces
tarify,ces
تطلبت,ara
الموافقة,ara
بالإجماع,ara
تُعدل,ara
واستهزأت,ara
ممثليهم,ara
غائبين.,ara
erforderten,deu
einstimmige,deu
Zustimmung,deu
geändert,deu
"ernst,",deu
Repräsentanten,deu
abwesend,deu
Ġunanimous,eng
Ġconsent,eng
Ġlightly,eng
unanimous,eng
consent,eng
amended,eng
lightly,eng
absent.,eng
አንቀጾቹ,amh
ከመጽደቃቸው,amh
ክልሎች,amh
ያስፈላጋቸዋል,amh
ክልሎቹ,amh
መንግስቱን,amh
ካልመውሰዳቸው,amh
ተወካዮቻቸው,amh
vyžadovaly,ces
jednomyslný,ces
souhlas,ces
doplněny.,ces
Státy,ces
braly,ces
lehkou,ces
"váhu,",ces
zástupci,ces
القدم,ara
الإيطالية،,ara
الألماني,ara
الفرق,ara
نجاحاً,ara
أبطال,ara
كأس,ara
2006.,ara
gre,deu
ĠFIFA,deu
Fußballnationalmannschaft,deu
zweiterfolgreichste,deu
FIFA-Weltmeister.,deu
Ġfootball,eng
Ġsuccessful,eng
ĠCup,eng
Ġchampions,eng
"football,",eng
football,eng
successful,eng
FIFA,eng
Cup,eng
champions,eng
በመቀጠል,amh
ስኬታማ,amh
የፊፋ,amh
Ġfotbal,ces
Italský,ces
fotbalový,ces
německým,ces
fotbalovým,ces
nejúspěšnějším,ces
vyhrála,ces
mistrovství,ces
fotbale.,ces
وكرة,ara
السلة،,ara
والكرة,ara
الطائرة،,ara
والمبارزة،,ara
والرجبي،,ara
وركوب,ara
الدراجات،,ara
وهوكي,ara
الجليد،,ara
الإنزلاق,ara
F1.,ara
ĠVolley,deu
ockey,deu
"Fußball,",deu
"Basketball,",deu
"Volleyball,",deu
"Wasserball,",deu
"Fechten,",deu
"Radfahren,",deu
"Eishockey,",deu
Rollhockey,deu
Formel-1-Motorsport.,deu
Popular,eng
Ġvolleyball,eng
Ġcycling,eng
Ġhockey,eng
Ġracing,eng
"basketball,",eng
"volleyball,",eng
"water-polo,",eng
"fencing,",eng
"rugby,",eng
"cycling,",eng
"hockey,",eng
hockey,eng
F1,eng
racing.,eng
ኳስ፣,amh
ቅርጫት,amh
ውሃ-ፖሎ፣,amh
የጎራዴ,amh
ጨዋታ፣,amh
ሳይክል,amh
መንዳት፣,amh
ሆኪ፣,amh
ሆኪ,amh
ኤፍ1,amh
ውድድርን,amh
Ġinline,ces
oblíbené,ces
"fotbal,",ces
"basketbal,",ces
"volejbal,",ces
"pólo,",ces
"šerm,",ces
"ragby,",ces
"cyklistika,",ces
lední,ces
"hokej,",ces
inline,ces
hokej,ces
يتنافس,ara
الإيطاليون,ara
والأحداث,ara
Wintersportarten,deu
Wettkämpfen,deu
"regions,",eng
ጣልያኖች,amh
የኦሎምፒኮች,amh
እየተወዳደሩ,amh
የሚታወቁት,amh
በሰሜናዊ,amh
Zimní,ces
Italové,ces
mezinárodních,ces
kláních.,ces
"7,000",ara
(أكبرها,ara
هونشو)،,ara
سابع,ara
العالم!,ara
Ġann,deu
annähernd,deu
7.000,deu
(von,deu
Honshu,deu
"ist),",deu
siebtgrößte,deu
Japans,eng
"Honshu),",eng
7th,eng
world!,eng
ጃፓኖች,amh
(ትልቁ,amh
ሆንሹ,amh
ይባላል),amh
ጃፓንን,amh
ያደርጋታል!,amh
ĠvlastnÄĽ,ces
Japonsko,ces
největším,ces
"Honšú,",ces
vlastně,ces
světě!,ces
عنقود/مجموعة,ara
تمتلكها,ara
اليابان،,ara
فغالباً,ara
يُشار,ara
-من,ara
جغرافي-,ara
"""أرخبيل""",ara
ĠCl,deu
"""Aufgrund",deu
Clusters/Gruppe,deu
"Japan,",eng
geografisch,deu
"""""Archipel""""",deu
Ġcluster,eng
/group,eng
Ġgeographical,eng
Ġstance,eng
cluster/group,eng
"has,",eng
geographical,eng
"stance,",eng
"""archipelago""",eng
ባላት,amh
የደሴቶች,amh
ስብስብ/ቡድን,amh
በጂኦግራፊያዊ,amh
አነጋገር,amh
"""አርኪፔላጎ""",amh
ተብላ,amh
ትጠራለች,amh
Ġshl,ces
kup,ces
yslu,ces
sou,ces
shluk/skupinu,ces
"má,",ces
Japonsku,ces
geografickém,ces
smyslu,ces
„souostroví“.,ces
الأوروبيين,ara
يمرون,ara
lha,ara
Formosa،,ara
الجميلة.,ara
ĠTai,deu
ĠschÃ¶ne,deu
Taiwans,deu
Seefahrer,deu
vorbeifuhren,deu
Ilha,deu
Formosa,deu
schöne,deu
dokumentierten.,deu
Tai,eng
wan,deu
island’s,eng
"Formosa,",eng
island.,eng
ታይዋን,amh
የሚያልፉ,amh
የደሴቷን,amh
ኢልሃ,amh
ፎርሞሳ,amh
ውብ,amh
ሰየሟት።,amh
Ġevrop,ces
Počátky,ces
Taiwanu,ces
datují,ces
proplouvající,ces
evropští,ces
námořníci,ces
zaznamenali,ces
krásný,ces
162,ara
1624،,ara
الهولندية,ara
وبدأت,ara
الحبوب,ara
الأصلية,ara
وتوظيف,ara
الصينيين,ara
مزارع,ara
الأرز,ara
والسكر.,ara
baum,deu
ethod,deu
ĠZucker,deu
1624,deu
Niederländische,deu
Ostindien-Kompanie,deu
Niederlassung,deu
Südwesten,deu
"Taiwans,",deu
Getreideanbaumethoden,deu
beschäftigt,deu
Reis-,deu
Zuckerplantagen.,deu
",D",eng
ĠCompany,eng
Ġestablishes,eng
Ġsouthwestern,eng
Ġinitiating,eng
Ġtransformation,eng
Ġgrain,eng
Ġemploying,eng
Ġrice,eng
Ġsugar,eng
"1624,Dutch",eng
Company,eng
establishes,eng
southwestern,eng
"Taiwan,",eng
initiating,eng
transformation,eng
aboriginal,eng
grain,eng
employing,eng
laborers,eng
rice,eng
sugar,eng
plantations.,eng
በ1624፣,amh
ደች,amh
በደቡባዊ,amh
የአገሬዎች,amh
የእህል,amh
አመራረት,amh
በማነሳሳትና,amh
በስኳር,amh
ሩዝ,amh
ፋብሪካዎቹ,amh
ቻይናዊ,amh
ሰራተኞችን,amh
በመቅጠር,amh
መሰረቱን,amh
holandská,ces
Východoindická,ces
základnu,ces
jihozápadním,ces
zahajuje,ces
praktik,ces
produkce,ces
"obilí,",ces
zaměstnává,ces
dělníky,ces
rýžových,ces
cukrových,ces
plantážích.,ces
191,ara
188,deu
1683،,ara
هيمنت,ara
أسرة,ara
تشينغ,ara
(1644-1912),ara
الساحلية,ara
والشمالية,ara
وأعلنت,ara
مقاطعةً,ara
تابعةً,ara
لإمبراطورية,ara
1885.,ara
ĠQing,deu
1683,deu
übernehmen,deu
Qing-Dynastie,deu
westliche,deu
Küstenregionen,deu
erklärten,deu
1885,deu
Qing-Reiches.,deu
Ġdynasty,eng
ĠEmpire,eng
"1683,",eng
Qing,eng
dynasty,eng
Taiwan’s,eng
Empire,eng
የቺንግ,amh
ሥርወ-መንግሥት,amh
አካባቢዎችን,amh
ተቆጣጥረው,amh
ታይዋንን,amh
ኢምፓየር,amh
መሆኗን,amh
አወጁ።,amh
převzaly,ces
Čching,ces
(1644–1912),ces
pobřežím,ces
Tchaj-wanu,ces
Tchaj-wan,ces
prohlášen,ces
Říše,ces
Čching.,ces
189,ara
1895,ara
هزيمتها,ara
1894,ara
معاهدة,ara
شيمونوسكي،,ara
تنازلت,ara
خلالها,ara
سيادتها,ara
التايوان,ara
حكمت,ara
1945.,ara
apan,deu
imon,deu
ki,deu
Niederlage,deu
Chinesisch-Japanischen,deu
(1894-1895),deu
Vertrag,deu
"Shimonoseki,",deu
"abtrat,",deu
regierte.,deu
apanese,eng
ĠTreaty,eng
"1895,",eng
defeat,eng
Sino-Japanese,eng
"(1894-1895),",eng
Treaty,eng
cedes,eng
የቻይና-ጃፓን,amh
ከተሸነፈ,amh
የሺሞኖስኪን,amh
በመፈረም,amh
በታይዋን,amh
ያስረከበ,amh
ደሴቲቱ,amh
ተቆጣጠራለች።,amh
Roku,ces
porážce,ces
čínsko-japonské,ces
"(1894–1895),",ces
podepsala,ces
čchingská,ces
Šimonoseckou,ces
mírovou,ces
"smlouvu,",ces
předala,ces
svrchovanost,ces
Tchaj-wanem,ces
Japonsku.,ces
vládlo,ces
ostrovu,ces
مبانٍ,ara
رئيسية،,ara
إنتيهواتانا،,ara
ومعبد,ara
الشمس،,ara
وغرفة,ara
الثلاثة.,ara
uat,deu
"Bauwerken,",deu
"Intihuatana,",deu
Sonnentempel,deu
Fenster.,deu
Ġstructures,eng
ĠTemple,eng
ĠRoom,eng
ĠThree,eng
ĠWindows,eng
"structures,",eng
Temple,eng
"Sun,",eng
Room,eng
Windows.,eng
ማቹ,amh
ፒቹ,amh
ኢንትኋታና፣,amh
የጸሐይ,amh
መስታወት,amh
የሚጠሩ,amh
አወቃቀሮችን,amh
atan,ces
tvořeno,ces
hlavními,ces
patkámi:,ces
"Intihuatanou,",ces
Chrámem,ces
Místností,ces
oken.,ces
الأصل.,ara
Rändern,deu
Komplexes,deu
"aufgebaut,",deu
"vermitteln,",deu
aussahen.,deu
appeared.,eng
ተገንብተዋል።,amh
..,ces
okrajích,ces
komplexu,ces
"přestavěna,",ces
představu,ces
vypadaly..,ces
وبحلول,ara
واستمرت,ara
الترميم,ara
"restauriert,",deu
Restaurierungsarbeiten,deu
Ġrestored,eng
Ġrestoration,eng
Ġcontinues,eng
Ġtill,eng
"1976,",eng
restored,eng
restoration,eng
continues,eng
till,eng
የማቹ,amh
የመልሶ,amh
ሥራው,amh
ይቀጥላል።,amh
nova,ces
obnoveno,ces
obnova,ces
pokračuje,ces
dodnes.,ces
الساكنة,ara
ميليمتراً،,ara
المسيطر,ara
التناظري.,ara
ĠAnalog,deu
weitesten,deu
Standbildformat,deu
"mm,",deu
vorherrschenden,deu
Filmgröße,deu
Analogfilmära,deu
Ġanalog,eng
Ġera,eng
"35mm,",eng
analog,eng
era.,eng
በአናሎግ,amh
formátem,ces
nejčastější,ces
analogových,ces
filmů.,ces
إنتاجها,ara
مستمراً,ara
يومنا,ara
الحاضر،,ara
الأهم,ara
مستشعرات,ara
الكاميرات,ara
الرقمية,ara
ورثت,ara
ارتفاعها.,ara
sensor,deu
Bildformat,deu
Bildsensorformaten,deu
digitaler,deu
Kameras,deu
Ġimportantly,eng
Ġratio,eng
Ġinherited,eng
Ġsensor,eng
importantly,eng
ratio,eng
inherited,eng
digital,eng
formats.,eng
ይመረታል,amh
ምጥጥነ,amh
ዕይታው,amh
በዲጂታል,amh
ዳሳሽ,amh
ቅርጸቶች,amh
ተወርሷል።,amh
Ġdigit,ces
Vyrábějí,ces
"dodnes,",ces
důležitější,ces
formáty,ces
snímače,ces
digitálních,ces
fotoaparátů.,ces
الـ35,ara
مربك,ara
الشيء،,ara
وارتفاع,ara
مم.,ara
render,deu
genommen,deu
misst,deu
sogenannte,deu
35-mm-Format,deu
verwirrenderweise,deu
Höhe.,deu
Ġwidth,eng
Ġheight,eng
"actually,",eng
"confusingly,",eng
36mm,eng
width,eng
24mm,eng
height.,eng
ቅርፀት,amh
የሚያጋባ፣,amh
ቁመት,amh
poněkud,ces
"matoucí,",ces
šířku,ces
výšku,ces
24mm.,ces
الأبعاد,ara
بهذه,ara
(عند,ara
القسمة,ara
لأبسط,ara
صحيح),ara
إذن,ara
